option,maximum mark after weighting,combination of components,a*,a,b,c,d,e,year,month
KY1,250.0,"02, 04, 12, 38",188,174,160,145,130,115,2025,mj
KY3,125.0,"02, 12, 38",–,90,83,77,71,65,2025,mj
SX,125.0,"02, 03, 11",–,91,84,78,72,66,2025,mj
SY,125.0,"02, 03, 12",–,91,84,78,72,66,2025,mj
SZ,125.0,"02, 03, 13",–,91,84,78,72,66,2025,mj
AY,250.0,"02, 03, 04, 12",190,172,154,137,120,104,2024,fm
BX,250.0,"04, 87",188,171,154,137,120,104,2024,fm
BY,250.0,"04, 88",187,170,153,136,119,103,2024,fm
CY,250.0,"04, 98",188,170,152,135,118,102,2024,fm
EV,250.0,"04, 78",187,169,151,134,117,100,2024,fm
HV,125.0,"02, 12, 39",–,88,80,72,64,57,2024,fm
SY,125.0,"02, 03, 12",–,88,80,72,64,57,2024,fm
AY,250.0,"02, 03, 04, 12",187,173,159,142,126,110,2025,fm
AY,125.0,"02, 03, 12",–,89,82,74,67,60,2025,fm
BY,250.0,"04, 88",188,174,160,144,129,114,2025,fm
CY,250.0,"04, 98",187,172,157,140,124,108,2025,fm
EV,250.0,"04, 78",187,172,157,140,123,107,2025,fm
HV1,125.0,"02, 12, 38",–,89,82,74,67,60,2025,fm
HV2,125.0,"02, 12, 39",–,89,82,74,67,60,2025,fm
HV3,125.0,"02, 12, 37",–,88,81,73,66,59,2025,fm
SY,125.0,"02, 03, 12",–,89,82,74,67,60,2025,fm
AX,250.0,"02, 03, 04, 11",189,175,161,146,131,116,2025,on
AY,250.0,"02, 03, 04, 12",189,175,161,146,131,116,2025,on
BX,250.0,"04, 87",189,175,161,146,131,116,2025,on
BY,250.0,"04, 88",189,175,161,146,131,116,2025,on
CX,250.0,"04, 97",187,172,157,140,124,108,2025,on
CY,250.0,"04, 98",187,172,157,140,124,108,2025,on
CZ,250.0,"04, 99",187,172,157,140,124,108,2025,on
EV,250.0,"04, 78",187,173,159,142,126,110,2025,on
HX1,125.0,"02, 11, 38",–,91,84,77,71,65,2025,on
HX2,125.0,"02, 11, 39",–,90,83,76,70,64,2025,on
HY1,125.0,"02, 12, 38",–,91,84,77,71,65,2025,on
HY2,125.0,"02, 12, 39",–,90,83,76,70,64,2025,on
HZ1,125.0,"02, 13, 38",–,91,84,77,71,65,2025,on
HZ2,125.0,"02, 13, 39",–,90,83,76,70,64,2025,on
KM1,250.0,"02, 04, 11, 38",189,175,161,145,130,115,2025,on
KM2,250.0,"02, 04, 11, 39",188,174,160,144,129,114,2025,on
KM5,250.0,"02, 04, 11, 37",188,174,160,144,129,114,2025,on
KX1,250.0,"02, 04, 11, 38",189,175,161,145,130,115,2025,on
KX2,250.0,"02, 04, 11, 39",188,174,160,144,129,114,2025,on
SX,125.0,"02, 03, 11",–,91,84,78,72,66,2025,on
SY,125.0,"02, 03, 12",–,91,84,78,72,66,2025,on
SZ,125.0,"02, 03, 13",–,91,84,78,72,66,2025,on
AX,250.0,"02, 03, 04, 11",187,170,153,136,119,102,2024,mj
AY,250.0,"02, 03, 04, 12",189,172,155,138,121,105,2024,mj
AZ,250.0,"02, 03, 04, 13",189,172,155,138,121,105,2024,mj
BX,250.0,"04, 87",186,169,152,134,116,98,2024,mj
BY,250.0,"04, 88",185,168,151,133,115,97,2024,mj
BZ,250.0,"04, 89",185,168,151,133,115,97,2024,mj
CX,250.0,"04, 97",187,169,151,133,115,97,2024,mj
CY,250.0,"04, 98",186,168,150,132,114,96,2024,mj
CZ,250.0,"04, 99",186,168,150,132,114,96,2024,mj
HX1,125.0,"02, 11, 38",–,87,80,73,66,60,2024,mj
HX2,125.0,"02, 11, 39",–,87,80,73,66,60,2024,mj
HZ1,125.0,"02, 13, 38",–,89,82,75,69,63,2024,mj
HZ2,125.0,"02, 13, 39",–,89,82,75,69,63,2024,mj
KX1,250.0,"02, 04, 11, 38",186,169,152,135,118,101,2024,mj
KX2,250.0,"02, 04, 11, 39",186,169,152,135,118,101,2024,mj
KY1,250.0,"02, 04, 12, 38",188,171,154,137,120,104,2024,mj
KY2,250.0,"02, 04, 12, 39",188,171,154,137,120,104,2024,mj
SX,125.0,"02, 03, 11",–,88,81,74,67,61,2024,mj
SY,125.0,"02, 03, 12",–,90,83,76,70,64,2024,mj
SZ,125.0,"02, 03, 13",–,90,83,76,70,64,2024,mj
AX,250.0,"02, 03, 04, 11",185,169,153,136,119,103,2023,on
AY,250.0,"02, 03, 04, 12",184,168,152,135,118,102,2023,on
AZ,250.0,"02, 03, 04, 13",184,168,152,135,118,102,2023,on
BX,250.0,"04, 87",184,169,154,137,120,104,2023,on
BY,250.0,"04, 88",183,168,153,136,119,103,2023,on
CX,250.0,"04, 97",182,166,150,133,117,101,2023,on
CY,250.0,"04, 98",183,167,151,134,118,102,2023,on
CZ,250.0,"04, 99",183,167,151,134,118,102,2023,on
HM3,125.0,"02, 11, 37",–,87,79,71,63,55,2023,on
HV3,125.0,"02, 12, 37",–,86,78,70,62,54,2023,on
HX1,125.0,"02, 11, 38",–,87,79,71,63,56,2023,on
HX2,125.0,"02, 11, 39",–,88,80,72,64,56,2023,on
HY1,125.0,"02, 12, 38",–,86,78,70,62,55,2023,on
HY2,125.0,"02, 12, 39",–,87,79,71,63,55,2023,on
HZ1,125.0,"02, 13, 38",–,86,78,70,62,55,2023,on
HZ2,125.0,"02, 13, 39",–,87,79,71,63,55,2023,on
SX,125.0,"02, 03, 11",–,87,79,71,63,56,2023,on
SY,125.0,"02, 03, 12",–,86,78,70,62,55,2023,on
SZ,125.0,"02, 03, 13",–,86,78,70,62,55,2023,on
